Week,Tier,#,Player 1,Player 2,Date,Completed by,Game,Goal,Source goal,Time (mins),Completed at (mins into match),Order,Square type,Start VOD link,End VOD link,Match link,Created unixtime
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,Bushido Ball,BUSHIDO BALL: Win the first match as every character,BUSHIDO BALL: Win the first match as every character,12.9,19.5,5,Diagonal,https://youtu.be/11Lvx9Rwb-w?t=607,https://youtu.be/11Lvx9Rwb-w?t=1383,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,Barbuta,BARBUTA: Obtain the Rod and Blood Sword,BARBUTA: Obtain the Rod and Blood Sword,8.7,46.5,12,Other,https://youtu.be/11Lvx9Rwb-w?t=2477,https://youtu.be/11Lvx9Rwb-w?t=3001,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,Star Waspir,STAR WASPIR: Complete wave 1 without defeating either boss enemy,STAR WASPIR: Complete wave 1 without defeating either boss enemy,4.1,37.7,8,Diagonal,https://youtu.be/11Lvx9Rwb-w?t=2229,https://youtu.be/11Lvx9Rwb-w?t=2477,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,General,Beat 8 levels in 3 games on this card,Beat 8 levels in 3 games on this card,8.9,105.6,22,Other,https://youtu.be/11Lvx9Rwb-w?t=6015,https://youtu.be/11Lvx9Rwb-w?t=6549,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,Mini & Max,MINI & MAX: Have 150+ shinies at once without obtaining the Shrink Potion,MINI & MAX: Have 150+ shinies at once without obtaining the Shrink Potion,9.5,55.9,13,Other,https://youtu.be/11Lvx9Rwb-w?t=3001,https://youtu.be/11Lvx9Rwb-w?t=3569,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Elfazar's Hat,ELFAZAR'S HAT: Get three different level 2 upgrades in a run,ELFAZAR'S HAT: Get three different level 2 upgrades in a run,2.3,2.3,1,Other,https://youtu.be/11Lvx9Rwb-w?t=213,https://youtu.be/11Lvx9Rwb-w?t=354,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,General,Cherry disk 2 games on this card,Cherry disk {{cherry_count}} games on this card,11.4,67.8,16,Center,https://youtu.be/11Lvx9Rwb-w?t=3597,https://youtu.be/11Lvx9Rwb-w?t=4280,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,,Onion Delivery,ONION DELIVERY: Show 12 deliveries made on the counter,ONION DELIVERY: Show 12 deliveries made on the counter,,,,Other,,,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Combatants,COMBATANTS: ANTS-ANTS allowed; Slay a spider on 2 different levels,COMBATANTS: ANTS-ANTS allowed; Slay a spider on 2 different levels,5.8,82.5,19,Other,https://youtu.be/11Lvx9Rwb-w?t=4816,https://youtu.be/11Lvx9Rwb-w?t=5164,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,General,Defeat a boss in 6 games on this card,Defeat a boss in 6 games on this card,6.1,45.2,11,Other,https://youtu.be/11Lvx9Rwb-w?t=2559,https://youtu.be/11Lvx9Rwb-w?t=2925,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Paint Chase,PAINT CHASE: Beat 6 courses,PAINT CHASE: Beat 6 courses,6.7,9.1,3,Diagonal,https://youtu.be/11Lvx9Rwb-w?t=354,https://youtu.be/11Lvx9Rwb-w?t=758,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Fist Hell,FIST HELL: Clear the 4th scare,FIST HELL: Clear the 4th scare,11.2,56.4,14,Other,https://youtu.be/11Lvx9Rwb-w?t=2925,https://youtu.be/11Lvx9Rwb-w?t=3597,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,Quibble Race,QUIBBLE RACE: Win 3 bets on Quibbles with a 5:1 or higher payout,QUIBBLE RACE: Win 3 bets on Quibbles with a 5:1 or higher payout,1.9,33.6,7,Diagonal,https://youtu.be/11Lvx9Rwb-w?t=2113,https://youtu.be/11Lvx9Rwb-w?t=2229,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Mortol,MORTOL: OPEN-TOMB allowed; Kill 6 enemy spawners in 2-B using fire arrows,MORTOL: OPEN-TOMB allowed; Kill 6 enemy spawners in 2-B using fire arrows,9.6,18.7,4,Other,https://youtu.be/11Lvx9Rwb-w?t=758,https://youtu.be/11Lvx9Rwb-w?t=1332,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,,Mortol II,MORTOL II: Activate all three switches without using portals or double jumps,MORTOL II: Activate all three switches without using portals or double jumps,,,,Diagonal,,,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Campanella 2,CAMPANELLA 2: Obtain the Talisman (Cross) item,CAMPANELLA 2: Obtain the Talisman (Cross) item,20.4,39.1,9,Other,https://youtu.be/11Lvx9Rwb-w?t=1332,https://youtu.be/11Lvx9Rwb-w?t=2558,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Block Koala,"BLOCK KOALA: WORM-1234 allowed; Beat levels 17, 34, 42, 46","BLOCK KOALA: WORM-1234 allowed; Beat levels {{bk_easy}}, {{bk_easy}}, {{bk_easy}}, {{bk_easy}}",14.2,96.7,20,Other,https://youtu.be/11Lvx9Rwb-w?t=5164,https://youtu.be/11Lvx9Rwb-w?t=6015,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,General,Collect 7 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,6.2,74,17,Other,https://youtu.be/11Lvx9Rwb-w?t=4280,https://youtu.be/11Lvx9Rwb-w?t=4651,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,Valbrace,VALBRACE: Clear Floor 1,VALBRACE: Clear Floor 1,6.6,6.6,2,Diagonal,https://youtu.be/11Lvx9Rwb-w?t=213,https://youtu.be/11Lvx9Rwb-w?t=607,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Pingolf,PINGOLF: Destroy 10 orange obstacles,PINGOLF: Destroy 10 orange obstacles,2.9,17,8,Diagonal,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1276,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1452,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,General,"ROLE PLAYER: Level up all your characters 5 total times across Grimstone, Divers, Valbrace","ROLE PLAYER: Level up all your characters 5 total times across Grimstone, Divers, Valbrace",,,,Other,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,Mortol,MORTOL: Have 50+ Lives,MORTOL: Have 50+ Lives,,,,Other,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,Vainger,VAINGER: Obtain the Force Mod from Verde Sector,VAINGER: Obtain the Force Mod from Verde Sector,,,,Other,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; Perfect Crossroads,ROCK ON! ISLAND: CLUB-PASS allowed; Perfect {{roi_vh}},,,,Diagonal,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Block Koala,"BLOCK KOALA: WORM-1234 allowed; Beat levels 6, 11, 35, 36","BLOCK KOALA: WORM-1234 allowed; Beat levels {{bk_med}}, {{bk_med}}, {{bk_med}}, {{bk_med}}",5.2,22.2,9,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1452,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1764,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Kick Club,"KICK CLUB: Defeat the Goalie, then the Net in Ice World","KICK CLUB: Defeat the Goalie, then the Net in Ice World",0,44.5,13,Diagonal,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=3098,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=3099,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,Quibble Race,QUIBBLE RACE: Gold disk,QUIBBLE RACE: Gold disk,,,,Other,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,Cyber Owls,CYBER OWLS: Beat Moscow,CYBER OWLS: Beat {{owls}},,,,Diagonal,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,General,Collect 8 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,,,,Other,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,doop,Barbuta,BARBUTA: Pay the hammer man to destroy the wall,BARBUTA: Pay the hammer man to destroy the wall,33.9,45.8,14,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1146,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=3180,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Campanella,"CAMPANELLA: Use BEAN-DRIP; Score 6,000+ points","CAMPANELLA: Use BEAN-DRIP; Score 6,000+ points",2.1,2.1,1,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=430,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=556,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,General,Beat 8 levels in 3 games on this card,Beat 8 levels in 3 games on this card,4,26.3,10,Center,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1764,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=2005,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Fist Hell,FIST HELL: Have $50 at once as Victor,FIST HELL: Have $50 at once as {{fh_char}},3.5,5.6,3,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=556,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=767,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,doop,Rakshasa,RAKSHASA: Beat the first stage,RAKSHASA: Beat the first stage,2.4,2.4,2,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=430,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=575,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,General,Cherry disk 2 games on this card,Cherry disk {{cherry_count}} games on this card,3.5,47.9,15,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=3099,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=3306,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,doop,Planet Zoldath,PLANET ZOLDATH: Have 2 of each resource at once,PLANET ZOLDATH: Have 2 of each resource at once,4.5,11.9,6,Diagonal,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=875,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1146,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Attactics,ATTACTICS: Score 1000+ points in Survival Mode,ATTACTICS: Score 1000+ points in Survival Mode,5.4,11,5,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=767,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1089,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Seaside Drive,SEASIDE DRIVE: Use WEAK-SHOT; Beat stage 2,SEASIDE DRIVE: Use WEAK-SHOT; Beat stage 2,6.5,54.5,16,Diagonal,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=3306,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=3698,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,doop,Night Manor,NIGHT MANOR: Win the hiding minigame twice,NIGHT MANOR: Win the hiding minigame twice,5,7.4,4,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=575,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=875,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Mortol II,"MORTOL II: In one run, get eaten by all 4 worms","MORTOL II: In one run, get eaten by all 4 worms",5.5,31.8,11,Diagonal,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=2005,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=2337,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,Caramel Caramel,"CARAMEL CARAMEL: Score 50,000+ points","CARAMEL CARAMEL: Score 50,000+ points",,,,Other,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,,Devilition,DEVILITION: Kill 3 or more villagers in one combo and survive the round,DEVILITION: Kill 3 or more villagers in one combo and survive the round,,,,Other,,,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,12.7,44.5,12,Other,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=2337,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=3098,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,1,Spooty,doop,04/04/2026,Spooty,Valbrace,VALBRACE: Use up a throne without defeating the Crone,VALBRACE: Use up a throne without defeating the Crone,3.1,14.1,7,Diagonal,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1089,https://youtu.be/q1qtUXFoR2k?si=WTs6x_wj5Bd2RJVc&t=1276,https://ufo50.bingo/match/XNJgU4ChQmOMNEyZaPLwJw,1775332815
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,Night Manor,NIGHT MANOR: Show 60%+ items found in the library,NIGHT MANOR: Show 60%+ items found in the library,11.3,51.2,20,Diagonal,https://youtu.be/mw8pQpj_Prk?t=6683,https://youtu.be/mw8pQpj_Prk?t=7362,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Pingolf,PINGOLF: Under par on 5 courses,PINGOLF: Under par on 5 courses,1.5,1.5,1,Other,https://youtu.be/mw8pQpj_Prk?t=4289,https://youtu.be/mw8pQpj_Prk?t=4380,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Hot Foot,"HOT FOOT: Win 3 games in a tournament without using any jump specials, using Suze & Mascot","HOT FOOT: Win 3 games in a tournament without using any jump specials, using {{hf_char}} & {{hf_char}}",3.9,25.2,12,Other,https://youtu.be/mw8pQpj_Prk?t=5571,https://youtu.be/mw8pQpj_Prk?t=5803,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,Rakshasa,RAKSHASA: Beat the green bridge mini-boss by arriving w/ 4+ skulls,RAKSHASA: Beat the green bridge mini-boss by arriving w/ 4+ skulls,2.8,7.8,5,Other,https://youtu.be/mw8pQpj_Prk?t=4589,https://youtu.be/mw8pQpj_Prk?t=4754,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,General,"ROLE PLAYER: Level up all your characters 5 total times across Grimstone, Divers, Valbrace","ROLE PLAYER: Level up all your characters 5 total times across Grimstone, Divers, Valbrace",5.6,53.5,21,Diagonal,https://youtu.be/mw8pQpj_Prk?t=7160,https://youtu.be/mw8pQpj_Prk?t=7496,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Planet Zoldath,PLANET ZOLDATH: Collect the trade Map Piece,PLANET ZOLDATH: Collect the trade Map Piece,5.8,59.3,23,Other,https://youtu.be/mw8pQpj_Prk?t=7496,https://youtu.be/mw8pQpj_Prk?t=7846,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,Ninpek,NINPEK: Collect a coffee without ever firing a shot,NINPEK: Collect a coffee without ever firing a shot,6.8,39.9,17,Diagonal,https://youtu.be/mw8pQpj_Prk?t=6276,https://youtu.be/mw8pQpj_Prk?t=6683,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,6.3,23.5,10,Other,https://youtu.be/mw8pQpj_Prk?t=5321,https://youtu.be/mw8pQpj_Prk?t=5697,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Seaside Drive,"SEASIDE DRIVE: Score 200,000+ points or gold disk","SEASIDE DRIVE: Score 200,000+ points or gold disk",3.6,18,8,Diagonal,https://youtu.be/mw8pQpj_Prk?t=5155,https://youtu.be/mw8pQpj_Prk?t=5370,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Barbuta,BARBUTA: Purchase the Pin,BARBUTA: Purchase the Pin,3.3,21.4,9,Other,https://youtu.be/mw8pQpj_Prk?t=5370,https://youtu.be/mw8pQpj_Prk?t=5571,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,1.6,36.7,16,Other,https://youtu.be/mw8pQpj_Prk?t=6395,https://youtu.be/mw8pQpj_Prk?t=6493,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,Fist Hell,FIST HELL: Beat the 3rd Scare,FIST HELL: Beat the 3rd Scare,7.5,58.7,22,Other,https://youtu.be/mw8pQpj_Prk?t=7362,https://youtu.be/mw8pQpj_Prk?t=7814,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Valbrace,VALBRACE: Give the Red Knight 5 items,VALBRACE: Give the Red Knight 5 items,4,35.1,15,Center,https://youtu.be/mw8pQpj_Prk?t=6152,https://youtu.be/mw8pQpj_Prk?t=6395,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,Pingolf,PINGOLF: Hole-in-one on 3 different courses,PINGOLF: Hole-in-one on 3 different courses,2.6,2.6,2,Other,https://youtu.be/mw8pQpj_Prk?t=4289,https://youtu.be/mw8pQpj_Prk?t=4447,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Caramel Caramel,CARAMEL CARAMEL: Beat the Egg,CARAMEL CARAMEL: Beat the Egg,6,42.7,18,Other,https://youtu.be/mw8pQpj_Prk?t=6493,https://youtu.be/mw8pQpj_Prk?t=6851,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,Party House,PARTY HOUSE: Have 6 trouble in a party at once (Busting OK),PARTY HOUSE: Have 6 trouble in a party at once (Busting OK),8.5,33.1,14,Other,https://youtu.be/mw8pQpj_Prk?t=5765,https://youtu.be/mw8pQpj_Prk?t=6276,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Campanella 2,CAMPANELLA 2: Obtain the Talisman (Cross) item,CAMPANELLA 2: Obtain the Talisman (Cross) item,4.7,6.2,4,Diagonal,https://youtu.be/mw8pQpj_Prk?t=4380,https://youtu.be/mw8pQpj_Prk?t=4664,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Seaside Drive,SEASIDE DRIVE: Beat Stage 2,SEASIDE DRIVE: Beat Stage 2,8.2,14.4,6,Other,https://youtu.be/mw8pQpj_Prk?t=4664,https://youtu.be/mw8pQpj_Prk?t=5155,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,General,Defeat a boss in 6 games on this card,Defeat a boss in 6 games on this card,9.4,17.2,7,Diagonal,https://youtu.be/mw8pQpj_Prk?t=4754,https://youtu.be/mw8pQpj_Prk?t=5321,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,,Star Waspir,STAR WASPIR: Clear wave 3,STAR WASPIR: Clear wave 3,,,,Other,,,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,Overbold,OVERBOLD: Complete a wave with $800+ stakes without shooting,OVERBOLD: Complete a wave with $800+ stakes without shooting,1.1,24.6,11,Diagonal,https://youtu.be/mw8pQpj_Prk?t=5697,https://youtu.be/mw8pQpj_Prk?t=5765,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,,General,Cherry disk 3 games on this card,Cherry disk {{cherry_count}} games on this card,,,,Other,,,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Ninpek,"NINPEK: Score 18,000+ points","NINPEK: Score 18,000+ points",5.8,31,13,Other,https://youtu.be/mw8pQpj_Prk?t=5803,https://youtu.be/mw8pQpj_Prk?t=6152,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,morraconda,Campanella 2,CAMPANELLA 2: Defeat Rotondo at end of Burrows II,CAMPANELLA 2: Defeat Rotondo at end of Burrows II,2.4,5,3,Other,https://youtu.be/mw8pQpj_Prk?t=4447,https://youtu.be/mw8pQpj_Prk?t=4589,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,morraconda,RedRobot,04/04/2026,RedRobot,Rakshasa,RAKSHASA: Beat the second stage,RAKSHASA: Beat the second stage,5.2,47.9,19,Diagonal,https://youtu.be/mw8pQpj_Prk?t=6851,https://youtu.be/mw8pQpj_Prk?t=7160,https://ufo50.bingo/match/Dqs8h6hMTQe6rSP09is2qg,1775333849
Week 5,A,2,Spooty,doop,04/04/2026,doop,Velgress,VELGRESS: Hold 50 coins at once,VELGRESS: Hold 50 coins at once,20.8,20.8,3,Diagonal,https://youtu.be/q1qtUXFoR2k?si=mBGzyni8g92GGQCt&t=4221,https://youtu.be/q1qtUXFoR2k?si=mBGzyni8g92GGQCt&t=5470,https://ufo50.bingo/match/K-bs6W7GQKGy9fwqdD3LOg,1775337162
Week 5,A,2,Spooty,doop,04/04/2026,,Valbrace,VALBRACE: Obtain the Zweihander,VALBRACE: Obtain the Zweihander,,,,Other,,,https://ufo50.bingo/match/K-bs6W7GQKGy9fwqdD3LOg,1775337162
Week 5,A,2,Spooty,doop,04/04/2026,,Vainger,VAINGER: Obtain the Multi Mod from Latom Sector,VAINGER: Obtain the Multi Mod from Latom Sector,,,,Other,,,https://ufo50.bingo/match/K-bs6W7GQKGy9fwqdD3LOg,1775337162
Week 5,A,2,Spooty,doop,04/04/2026,,General,Beat 8 levels in 3 games on this card,Beat 8 levels in 3 games on this card,,,,Other,,,https://ufo50.bingo/match/K-bs6W7GQKGy9fwqdD3LOg,1775337162
Week 5,A,2,Spooty,doop,04/04/2026,,Rail Heist,RAIL HEIST: LAZY-COPS allowed; Beat Vengeance! & The Final Score,RAIL HEIST: LAZY-COPS allowed; Beat Vengeance! & The Final Score,,,,Diagonal,,,https://ufo50.bingo/match/K-bs6W7GQKGy9fwqdD3LOg,1775337162
Week 5,A,2,Spooty,doop,04/04/2026,Spooty,Caramel Caramel,"CARAMEL CARAMEL: Score 100,000+ points or Gold disk","CARAMEL CARAMEL: Score 100,000+ points or Gold disk",16.1,43.6,6,Other,https://youtu.be/q1qtUXFoR2k?si=mBGzyni8g92GGQCt&t=5873,https://youtu.be/q1qtUXFoR2k?si=mBGzyni8g92GGQCt&t=6838,https://ufo50.bingo/match/K-bs6W7GQKGy9fwqdD3LOg,1775337162
