Week,Tier,#,Player 1,Player 2,Date,Completed by,Game,Goal,Source goal,Time (mins),Completed at (mins into match),Order,Square type,Start VOD link,End VOD link,Match link,Created unixtime
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sleepy,Hyper Contender,HYPER CONTENDER: Beat Draft Mode (Default ring settings),HYPER CONTENDER: Beat Draft Mode (Default ring settings),0,109.6,14,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,,,,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sunshine,Warptank,"WARPTANK: SLIM-TANK allowed; Beat sectors: Crust, Piston, Meal","WARPTANK: SLIM-TANK allowed; Beat sectors: {{warp_easy}}, {{warp_easy}}, {{warp_easy}}",7,32.5,5,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,Avianos,AVIANOS: BLUE-BEAK allowed; Beat Trial 4,AVIANOS: BLUE-BEAK allowed; Beat Trial 4,,,,Diagonal,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,General,Cherry disk 3 games on this card,Cherry disk {{cherry_count}} games on this card,,,,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sleepy,Mortol,MORTOL: Collect 6 extra life pickups,MORTOL: Collect 6 extra life pickups,39.6,41.1,7,Diagonal,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,Magic Garden,"MAGIC GARDEN: Win with a score of 50,000+","MAGIC GARDEN: Win with a score of 50,000+",,,,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sunshine,Barbuta,BARBUTA: Visit 25+ rooms,BARBUTA: Visit 25+ rooms,8.8,48.4,8,Diagonal,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sunshine,Overbold,OVERBOLD: Complete a wave with $800+ stakes without shooting,OVERBOLD: Complete a wave with $800+ stakes without shooting,28,76.4,9,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sunshine,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; Survive the first 5 waves of The Four Emperors w/o losing health,ROCK ON! ISLAND: CLUB-PASS allowed; Survive the first 5 waves of The Four Emperors w/o losing health,18.4,24.6,3,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sleepy,Seaside Drive,"SEASIDE DRIVE: Score 70,000+ points","SEASIDE DRIVE: Score 70,000+ points",0,109.6,13,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sunshine,Bug Hunter,BUG HUNTER: Complete a job,BUG HUNTER: Complete a job,6.1,6.1,2,Center,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sleepy,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,7,79.4,10,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sleepy,Elfazar's Hat,ELFAZAR'S HAT: Get three different level 2 upgrades in a run,ELFAZAR'S HAT: Get three different level 2 upgrades in a run,1.5,1.5,1,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,Porgy,PORGY: Collect 4 torpedo upgrades,PORGY: Collect 4 torpedo upgrades,,,,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,General,Beat 8 levels in 3 games on this card,Beat 8 levels in 3 games on this card,,,,Diagonal,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sunshine,Rock On! Island,ROCK ON! ISLAND: Have all 6 fully upgraded cavemen types at once (no villages),ROCK ON! ISLAND: Have all 6 fully upgraded cavemen types at once (no villages),0.9,25.5,4,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,Lords of Diskonia,LORDS OF DISKONIA: Win 2 battles in one Full War,LORDS OF DISKONIA: Win 2 battles in one Full War,,,,Diagonal,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,Mortol II,MORTOL II: Defeat all three mini bosses without damaging them as Bomber,MORTOL II: Defeat all three mini bosses without damaging them as Bomber,,,,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sunshine,Grimstone,GRIMSTONE: Defeat 15 enemies,GRIMSTONE: Defeat 15 enemies,22.4,98.8,11,Diagonal,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sleepy,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; Perfect Crossroads,ROCK ON! ISLAND: CLUB-PASS allowed; Perfect {{roi_vh}},30.2,109.6,12,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,Rail Heist,"RAIL HEIST: LAZY-COPS allowed; Beat levels with a money crate in tact: A Simple Heist, Shifting Gears, Daring Duo, Root Around","RAIL HEIST: LAZY-COPS allowed; Beat levels with a money crate in tact: {{rail_easy}}, {{rail_crate}}, {{rail_crate}}, {{rail_crate}}",,,,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,Sunshine,Mortol II,"MORTOL II: In one run, get eaten by all 4 worms","MORTOL II: In one run, get eaten by all 4 worms",7,39.5,6,Other,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,C1,,Sleepy,Sunshine,04/04/2026,,General,"WAR IS BAD: Win 9 battles across Attactics, Avianos, and Combatants","WAR IS BAD: Win 9 battles across Attactics, Avianos, and Combatants",,,,Diagonal,,,https://ufo50.bingo/match/nM43Gy8SSeGz1ZxVONbinA,1775317540
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,Kick Club,"KICK CLUB: Defeat the Goalie, then the Net in Ice World","KICK CLUB: Defeat the Goalie, then the Net in Ice World",10.1,85.4,23,Diagonal,https://youtu.be/9L7haObXDUI?t=4942,https://youtu.be/9L7haObXDUI?t=5548,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Waldorf's Journey,WALDORF'S JOURNEY: Have 50 shells at once while outside the palace,WALDORF'S JOURNEY: Have 50 shells at once while outside the palace,4.6,4.6,2,Other,https://youtu.be/9L7haObXDUI?t=423,https://youtu.be/9L7haObXDUI?t=699,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,General,Gold disk 4 games on this card,Gold disk {{gold_count}} games on this card,3.8,30.2,10,Other,https://youtu.be/9L7haObXDUI?t=2004,https://youtu.be/9L7haObXDUI?t=2233,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Attactics,ATTACTICS: Beat Campaign level 8,ATTACTICS: Beat Campaign level 8,12.8,31,11,Other,https://youtu.be/9L7haObXDUI?t=1516,https://youtu.be/9L7haObXDUI?t=2285,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Hyper Contender,HYPER CONTENDER: Win 4 fights in one run (default ring settings),HYPER CONTENDER: Win 4 fights in one run (default ring settings),11.9,42.9,15,Diagonal,https://youtu.be/9L7haObXDUI?t=2286,https://youtu.be/9L7haObXDUI?t=2997,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,General,Beat 8 levels in 3 games on this card,Beat 8 levels in 3 games on this card,0,31,12,Other,https://youtu.be/9L7haObXDUI?t=2285,https://youtu.be/9L7haObXDUI?t=2286,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,Attactics,ATTACTICS: Score 1000+ points in Survival Mode,ATTACTICS: Score 1000+ points in Survival Mode,16.5,75.3,21,Diagonal,https://youtu.be/9L7haObXDUI?t=3954,https://youtu.be/9L7haObXDUI?t=4942,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Kick Club,"KICK CLUB: Score 25,000+ points","KICK CLUB: Score 25,000+ points",4.2,8.8,4,Other,https://youtu.be/9L7haObXDUI?t=699,https://youtu.be/9L7haObXDUI?t=949,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,,Hot Foot,HOT FOOT: Beat round 4 using Jerry & Yoka,HOT FOOT: Beat round 4 using {{hf_char}} & {{hf_char}},,,,Diagonal,,,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Seaside Drive,"SEASIDE DRIVE: Score 70,000+ points","SEASIDE DRIVE: Score 70,000+ points",5.9,18.2,8,Other,https://youtu.be/9L7haObXDUI?t=1159,https://youtu.be/9L7haObXDUI?t=1516,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,Mortol II,MORTOL II: Activate all the switches,MORTOL II: Activate all the switches,8.2,26.3,9,Other,https://youtu.be/9L7haObXDUI?t=1511,https://youtu.be/9L7haObXDUI?t=2004,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Barbuta,BARBUTA: Pay the hammer man to destroy the wall,BARBUTA: Pay the hammer man to destroy the wall,13.5,57.3,17,Other,https://youtu.be/9L7haObXDUI?t=3049,https://youtu.be/9L7haObXDUI?t=3859,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,Overbold,OVERBOLD: Complete a wave with $1000+ stakes without using bombs,OVERBOLD: Complete a wave with $1000+ stakes without using bombs,21.3,58.8,18,Center,https://youtu.be/9L7haObXDUI?t=2675,https://youtu.be/9L7haObXDUI?t=3954,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,6,36.2,13,Other,https://youtu.be/9L7haObXDUI?t=2233,https://youtu.be/9L7haObXDUI?t=2593,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,Pingolf,PINGOLF: Finish hole 9 in first place,PINGOLF: Finish hole 9 in first place,4.7,10.5,5,Other,https://youtu.be/9L7haObXDUI?t=769,https://youtu.be/9L7haObXDUI?t=1054,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Hyper Contender,HYPER CONTENDER: Beat Draft Mode (Default ring settings),HYPER CONTENDER: Beat Draft Mode (Default ring settings),0.9,43.8,16,Other,https://youtu.be/9L7haObXDUI?t=2997,https://youtu.be/9L7haObXDUI?t=3049,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,General,"SHOOTER: Beat 5 waves/stages across Elfazar's Hat, Seaside Drive, and Caramel Caramel","SHOOTER: Beat 5 waves/stages across Elfazar's Hat, Seaside Drive, and Caramel Caramel",8.2,83.2,22,Diagonal,https://youtu.be/9L7haObXDUI?t=4924,https://youtu.be/9L7haObXDUI?t=5416,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,Mooncat,MOONCAT: Beat a room that contains a spear thrower and one that contains a gray spider,MOONCAT: Beat a room that contains a spear thrower and one that contains a gray spider,7.6,18.1,7,Other,https://youtu.be/9L7haObXDUI?t=1054,https://youtu.be/9L7haObXDUI?t=1511,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,Combatants,COMBATANTS: Beat 2 levels,COMBATANTS: Beat 2 levels,2.3,2.3,1,Diagonal,https://youtu.be/9L7haObXDUI?t=423,https://youtu.be/9L7haObXDUI?t=562,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,,Overbold,OVERBOLD: Gold disk,OVERBOLD: Gold disk,,,,Other,,,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Bug Hunter,BUG HUNTER: Complete a job with your energy maxed out,BUG HUNTER: Complete a job with your energy maxed out,6.2,63.4,19,Diagonal,https://youtu.be/9L7haObXDUI?t=3859,https://youtu.be/9L7haObXDUI?t=4229,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,Velgress,VELGRESS: Clear out a shop's stock,VELGRESS: Clear out a shop's stock,3.4,5.8,3,Other,https://youtu.be/9L7haObXDUI?t=562,https://youtu.be/9L7haObXDUI?t=769,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Warptank,WARPTANK: Beat any 9 sectors and speak to 3 NPCs,WARPTANK: Beat any 9 sectors and speak to 3 NPCs,11.6,75,20,Other,https://youtu.be/9L7haObXDUI?t=4229,https://youtu.be/9L7haObXDUI?t=4924,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Lizstar,Kick Club,KICK CLUB: Eat 10 hidden desserts,KICK CLUB: Eat 10 hidden desserts,3.5,12.3,6,Other,https://youtu.be/9L7haObXDUI?t=949,https://youtu.be/9L7haObXDUI?t=1159,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,B1,,Karma,Lizstar,04/04/2026,Karma,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,1.4,37.5,14,Diagonal,https://youtu.be/9L7haObXDUI?t=2593,https://youtu.be/9L7haObXDUI?t=2675,https://ufo50.bingo/match/P3ssWI_eSMGdx-gXntL3Jw,1775321319
Week 5,A,1,morraconda,RedRobot,04/04/2026,morraconda,Rail Heist,RAIL HEIST: Beat 5 levels,RAIL HEIST: Beat 5 levels,3.2,13.8,7,Diagonal,https://youtu.be/mw8pQpj_Prk?t=908,https://youtu.be/mw8pQpj_Prk?t=1098,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,,Caramel Caramel,CARAMEL CARAMEL: TEST-LENS allowed; Clear Dino Planet,CARAMEL CARAMEL: TEST-LENS allowed; Clear Dino Planet,,,,Other,,,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,General,"CAMPANELLA TRILOGY: Beat 5 total worlds across Campanella 1, 2, and 3","CAMPANELLA TRILOGY: Beat 5 total worlds across Campanella 1, 2, and 3",13.7,22.2,8,Other,https://youtu.be/mw8pQpj_Prk?t=781,https://youtu.be/mw8pQpj_Prk?t=1605,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Overbold,OVERBOLD: Clear a round with $1600+ stakes,OVERBOLD: Clear a round with $1600+ stakes,4.1,27.5,11,Other,https://youtu.be/mw8pQpj_Prk?t=1670,https://youtu.be/mw8pQpj_Prk?t=1918,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; Beat Wasteland without chickens,ROCK ON! ISLAND: CLUB-PASS allowed; Beat {{roi_level}} without chickens,,,,Diagonal,,,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,General,Gold disk 4 games on this card,Gold disk {{gold_count}} games on this card,7.5,55.9,21,Other,https://youtu.be/mw8pQpj_Prk?t=3178,https://youtu.be/mw8pQpj_Prk?t=3626,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Campanella,CAMPANELLA: Gold disk,CAMPANELLA: Gold disk,1.1,23.3,9,Diagonal,https://youtu.be/mw8pQpj_Prk?t=1605,https://youtu.be/mw8pQpj_Prk?t=1670,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Campanella 2,CAMPANELLA 2: Collect two scrolls in one run,CAMPANELLA 2: Collect two scrolls in one run,10.8,48.4,19,Other,https://youtu.be/mw8pQpj_Prk?t=2531,https://youtu.be/mw8pQpj_Prk?t=3178,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,morraconda,Campanella 3,CAMPANELLA 3: Earn a continue from the bonus game,CAMPANELLA 3: Earn a continue from the bonus game,6.9,6.9,4,Diagonal,https://youtu.be/mw8pQpj_Prk?t=271,https://youtu.be/mw8pQpj_Prk?t=683,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Kick Club,KICK CLUB: Beat Track World,KICK CLUB: Beat Track World,3.3,33.9,15,Other,https://youtu.be/mw8pQpj_Prk?t=2106,https://youtu.be/mw8pQpj_Prk?t=2306,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,morraconda,Bushido Ball,"BUSHIDO BALL: Win 3 matches in a tournament as Raizo (laws on, 8+ points)","BUSHIDO BALL: Win 3 matches in a tournament as Raizo (laws on, 8+ points)",8.5,41.3,17,Other,https://youtu.be/mw8pQpj_Prk?t=2242,https://youtu.be/mw8pQpj_Prk?t=2752,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Planet Zoldath,PLANET ZOLDATH: Collect 4 energy cubes in a run,PLANET ZOLDATH: Collect 4 energy cubes in a run,0.5,3,2,Other,https://youtu.be/mw8pQpj_Prk?t=420,https://youtu.be/mw8pQpj_Prk?t=449,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,morraconda,Cyber Owls,CYBER OWLS: Defeat 2 bosses,CYBER OWLS: Defeat 2 bosses,12.2,26,10,Center,https://youtu.be/mw8pQpj_Prk?t=1098,https://youtu.be/mw8pQpj_Prk?t=1832,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,morraconda,General,Collect 7 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,4.8,50.7,20,Other,https://youtu.be/mw8pQpj_Prk?t=3027,https://youtu.be/mw8pQpj_Prk?t=3315,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,,Pingolf,PINGOLF: Cherry disk without going over par on more than two holes,PINGOLF: Cherry disk without going over par on more than two holes,,,,Other,,,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Planet Zoldath,PLANET ZOLDATH: Have 2 of each resource at once,PLANET ZOLDATH: Have 2 of each resource at once,2.5,2.5,1,Other,https://youtu.be/mw8pQpj_Prk?t=271,https://youtu.be/mw8pQpj_Prk?t=420,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,General,Beat 8 levels in 3 games on this card,Beat 8 levels in 3 games on this card,2.3,29.8,12,Diagonal,https://youtu.be/mw8pQpj_Prk?t=1918,https://youtu.be/mw8pQpj_Prk?t=2058,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,,The Big Bell Race,THE BIG BELL RACE: Reach 45+ points,THE BIG BELL RACE: Reach 45+ points,,,,Other,,,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Rakshasa,RAKSHASA: Beat the green bridge mini-boss by arriving w/ 4+ skulls,RAKSHASA: Beat the green bridge mini-boss by arriving w/ 4+ skulls,4,8.5,5,Diagonal,https://youtu.be/mw8pQpj_Prk?t=540,https://youtu.be/mw8pQpj_Prk?t=781,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,morraconda,Pilot Quest,PILOT QUEST: Make a friend at the crash site,PILOT QUEST: Make a friend at the crash site,6.8,32.8,14,Other,https://youtu.be/mw8pQpj_Prk?t=1832,https://youtu.be/mw8pQpj_Prk?t=2242,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Kick Club,"KICK CLUB: Defeat the Goalie, then the Net in Ice World","KICK CLUB: Defeat the Goalie, then the Net in Ice World",3.7,37.7,16,Diagonal,https://youtu.be/mw8pQpj_Prk?t=2306,https://youtu.be/mw8pQpj_Prk?t=2531,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,morraconda,Grimstone,GRIMSTONE: Collect the money from the burned house,GRIMSTONE: Collect the money from the burned house,4.6,45.9,18,Other,https://youtu.be/mw8pQpj_Prk?t=2752,https://youtu.be/mw8pQpj_Prk?t=3027,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,Golfaria,GOLFARIA: Hit 3 eagles,GOLFARIA: Hit 3 eagles,1.5,4.5,3,Other,https://youtu.be/mw8pQpj_Prk?t=449,https://youtu.be/mw8pQpj_Prk?t=540,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,morraconda,Valbrace,VALBRACE: Use up a throne without defeating the Crone,VALBRACE: Use up a throne without defeating the Crone,3.7,10.6,6,Other,https://youtu.be/mw8pQpj_Prk?t=683,https://youtu.be/mw8pQpj_Prk?t=908,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,A,1,morraconda,RedRobot,04/04/2026,RedRobot,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,0.8,30.6,13,Diagonal,https://youtu.be/mw8pQpj_Prk?t=2058,https://youtu.be/mw8pQpj_Prk?t=2106,https://ufo50.bingo/match/Q3Ybzc8QTIyLLVW7ZzPB9Q,1775329297
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Campanella 2,CAMPANELLA 2: Have two upgrades at once (square icons),CAMPANELLA 2: Have two upgrades at once (square icons),0,39.1,10,Diagonal,https://youtu.be/11Lvx9Rwb-w?t=2558,https://youtu.be/11Lvx9Rwb-w?t=2559,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,General,"ROLE PLAYER: Level up all your characters 5 total times across Grimstone, Divers, Valbrace","ROLE PLAYER: Level up all your characters 5 total times across Grimstone, Divers, Valbrace",39.9,104.9,21,Other,https://youtu.be/11Lvx9Rwb-w?t=4116,https://youtu.be/11Lvx9Rwb-w?t=6508,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,,Star Waspir,STAR WASPIR: Have a 30x multiplier,STAR WASPIR: Have a 30x multiplier,,,,Other,,,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,Camouflage,"CAMOUFLAGE: FORM-ELDA allowed; Escape with 3/3 collectibles on: 5, 8, 9, 10","CAMOUFLAGE: FORM-ELDA allowed; Escape with 3/3 collectibles on: {{camo_easy}}, {{camo_three}}, {{camo_three}}, {{camo_three}}",9.1,65.1,15,Other,https://youtu.be/11Lvx9Rwb-w?t=3569,https://youtu.be/11Lvx9Rwb-w?t=4116,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,dahdumbguy,Quibble Race,"QUIBBLE RACE: WILD-BETS allowed; Have $25,000+","QUIBBLE RACE: WILD-BETS allowed; Have $25,000+",12.2,31.7,6,Diagonal,https://youtu.be/11Lvx9Rwb-w?t=1383,https://youtu.be/11Lvx9Rwb-w?t=2113,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
Week 5,C1,,dahdumbguy,Smo,04/04/2026,Smo,Rakshasa,RAKSHASA: Beat the green bridge mini-boss by arriving w/ 4+ skulls,RAKSHASA: Beat the green bridge mini-boss by arriving w/ 4+ skulls,2.8,76.7,18,Other,https://youtu.be/11Lvx9Rwb-w?t=4651,https://youtu.be/11Lvx9Rwb-w?t=4816,https://ufo50.bingo/match/6djb1493TYqx1RHfrfcNYw,1775331930
